Inchi_Key1,Inchi_Key2,Similarity_Score
BXEWHWSBDCZQEV-UHFFFAOYSA-N,BFQYYEGZVMBGNW-UHFFFAOYSA-N,0.62
BXEZEVZDFCXRLP-UHFFFAOYSA-N,AZSQCMKPANDUGH-UHFFFAOYSA-N,0.73
BXEZVGPBFXFSKW-UHFFFAOYSA-N,BWOXGZOCGJWNKW-UHFFFAOYSA-N,0.67
BXFAKQVJYQDGLP-UHFFFAOYSA-N,AOBVNSLSAOQIPY-UHFFFAOYSA-N,0.63
BXFAKQVJYQDGLP-UHFFFAOYSA-N,BCCAOEMMLTWKQG-UHFFFAOYSA-N,0.51
BXFBPASIVPFGDZ-UHFFFAOYSA-N,BERKODPQGRAHDD-UHFFFAOYSA-N,0.58
BXFBPASIVPFGDZ-UHFFFAOYSA-N,BOURELVCLKFSSO-UHFFFAOYSA-N,0.51
BXFKSCDNXROMEQ-UHFFFAOYSA-N,AFTOIBDEHJTNKF-UHFFFAOYSA-N,0.71
BXFKSCDNXROMEQ-UHFFFAOYSA-N,BQDBDQOPOGFTHF-UHFFFAOYSA-N,0.57
BXFOFFBJRFZBQZ-UHFFFAOYSA-N,AUGQEEXBDZWUJY-NMAPUUFXSA-N,0.65
BXGGCTPCRSAPDB-NRFANRHFSA-N,ATEWBGFTNCNDLW-IBGZPJMESA-N,0.67
BXGGCTPCRSAPDB-NRFANRHFSA-N,AWGFVNBSZWQCDL-INIZCTEOSA-N,0.56
BXGGCTPCRSAPDB-NRFANRHFSA-N,BFWADSJIODONAN-IBGZPJMESA-N,0.52
BXGGCTPCRSAPDB-NRFANRHFSA-N,BTRINOSIFKLWFT-QFIPXVFZSA-N,0.65
BXGMPNJZRYPCBV-UHFFFAOYSA-N,ABCPJAUEYWYDRS-UHFFFAOYSA-N,0.6
BXGMPNJZRYPCBV-UHFFFAOYSA-N,AOCHDFWZHGQOFU-UHFFFAOYSA-N,0.6
BXGNPXHVZUSSGT-JYRVWZFOSA-N,AAGGVYSSHNZWQJ-ZHZULCJRSA-N,0.55
BXGNPXHVZUSSGT-JYRVWZFOSA-N,BJTKHIVCKDJODM-STZFKDTASA-N,0.5
BXGNPXHVZUSSGT-JYRVWZFOSA-N,BNEKOIAODQYJNM-KPKJPENVSA-N,0.66
BXGNPXHVZUSSGT-JYRVWZFOSA-N,BQLCRHJSCGEICV-BUVRLJJBSA-N,0.5
BXGNPXHVZUSSGT-MDWZMJQESA-N,AAGGVYSSHNZWQJ-ZHZULCJRSA-N,0.55
BXGNPXHVZUSSGT-MDWZMJQESA-N,BJTKHIVCKDJODM-STZFKDTASA-N,0.5
BXGNPXHVZUSSGT-MDWZMJQESA-N,BNEKOIAODQYJNM-KPKJPENVSA-N,0.66
BXGNPXHVZUSSGT-MDWZMJQESA-N,BQLCRHJSCGEICV-BUVRLJJBSA-N,0.5
BXGNPXHVZUSSGT-MDWZMJQESA-N,BXGNPXHVZUSSGT-JYRVWZFOSA-N,1
BXGRLXRXUOGKTC-HDICACEKSA-N,AGEXNHZEGLFEDD-IYBDPMFKSA-N,0.65
BXGRLXRXUOGKTC-HDICACEKSA-N,AIMNRLCNWYRUPJ-HDICACEKSA-N,0.55
BXGYDZBWAZSHJE-UHFFFAOYSA-N,ABSGVZMTMIBNIK-UHFFFAOYSA-N,0.5
BXGYDZBWAZSHJE-UHFFFAOYSA-N,BOTVJBHLFOCPPM-UHFFFAOYSA-N,0.76
BXHASRYUULFTCY-UHFFFAOYSA-N,AHPPMJNZFROCCT-UHFFFAOYSA-N,0.58
BXHIGVVBSFGGHP-ABAIWWIYSA-N,AWJYWKALDBWJAN-YGRLFVJLSA-N,0.86
BXHVWNJQHQUIPW-UHFFFAOYSA-N,BGMKCGCGSXNEDR-UHFFFAOYSA-N,0.69
BXHVZWNKTMYVHE-UHFFFAOYSA-N,AELBOLRAJBHJSP-UHFFFAOYSA-N,0.57
BXHXLZHBDIEPER-UHFFFAOYSA-N,AWWGUVKCDIOPIQ-UHFFFAOYSA-N,0.62
BXIFQSDSTAWQTI-UHFFFAOYSA-N,BRYGNSSXCFGQGB-UHFFFAOYSA-N,0.8
BXIGZIXGNMVVFJ-UHFFFAOYSA-N,AKUMVPRSWUGFHR-UHFFFAOYSA-N,0.65
BXIGZIXGNMVVFJ-UHFFFAOYSA-N,BLDZWCUVWBMDLL-UHFFFAOYSA-N,0.7
BXIGZIXGNMVVFJ-UHFFFAOYSA-N,BSDZFTJWNPWDIZ-UHFFFAOYSA-N,0.64
BXINLBSXEZUXRW-UHFFFAOYSA-N,AOFZFQXTMXXBDW-UHFFFAOYSA-N,0.64
BXINLBSXEZUXRW-UHFFFAOYSA-N,AOYORYCIQQUHIQ-IBGZPJMESA-N,0.5
BXINLBSXEZUXRW-UHFFFAOYSA-N,AOYORYCIQQUHIQ-LJQANCHMSA-N,0.5
BXINLBSXEZUXRW-UHFFFAOYSA-N,AZTPRIPWSNDKNT-HXUWFJFHSA-N,0.57
BXIPBXZWXSYZNQ-UHFFFAOYSA-N,BSBBRLXXCIAXFD-UHFFFAOYSA-N,0.85
BXIQOACOSDGVBH-ONEGZZNKSA-N,BEWBEVSAYPCXOM-BQYQJAHWSA-N,0.56
BXIQOACOSDGVBH-ONEGZZNKSA-N,BIYGTLDPTJMNET-CMDGGOBGSA-N,0.66
BXIRRZAMAQQVPG-UHFFFAOYSA-N,ACIGYBBWLJMRHH-UHFFFAOYSA-N,0.64
BXIRRZAMAQQVPG-UHFFFAOYSA-N,BCMPDRJPOMNHAH-UHFFFAOYSA-N,0.53
BXIRRZAMAQQVPG-UHFFFAOYSA-N,BDJRDBWWNDQMOS-UHFFFAOYSA-N,0.58
BXIRRZAMAQQVPG-UHFFFAOYSA-N,BOTGHLOGJRXAHL-UHFFFAOYSA-N,0.51
BXISQTMBCJKVHJ-UHFFFAOYSA-N,AIOWACZADLHDLR-UHFFFAOYSA-N,0.55
BXISQTMBCJKVHJ-UHFFFAOYSA-N,ATMPVQBQLBUPIT-UHFFFAOYSA-N,0.57
BXISQTMBCJKVHJ-UHFFFAOYSA-N,BMUPWLZEOZICMG-UHFFFAOYSA-N,0.54
BXISQTMBCJKVHJ-UHFFFAOYSA-N,BOBXQAFBYQWQOD-UHFFFAOYSA-N,0.6
BXISQTMBCJKVHJ-UHFFFAOYSA-N,BREVJYOVIPNEBP-UHFFFAOYSA-N,0.65
BXIUXCNGUNCOFW-UHFFFAOYSA-N,AIMMPGMZHVMWCT-UHFFFAOYSA-N,0.5
BXIUXCNGUNCOFW-UHFFFAOYSA-N,BQDSXKBRSCMFRW-UHFFFAOYSA-N,0.55
BXIWKBWJRKXQTA-RIAYWLAYSA-N,AUCPUCVXSILLHO-QDMMYLPHSA-N,0.77
BXIWKBWJRKXQTA-RIAYWLAYSA-N,BOYASMFQZGSUQJ-RQBPZYBGSA-N,0.61
BXJDVRUNVNNBQR-UHFFFAOYSA-N,AMECFRVQTXOEEA-UHFFFAOYSA-N,0.67
BXJDVRUNVNNBQR-UHFFFAOYSA-N,AUZLQRYCSUILSO-UHFFFAOYSA-N,0.76
BXJDVRUNVNNBQR-UHFFFAOYSA-N,AVNIJFADOORZIO-UHFFFAOYSA-N,0.68
BXJDVRUNVNNBQR-UHFFFAOYSA-N,BHJYLPCXJRRFBV-UHFFFAOYSA-N,0.53
BXJKIXKCEJENTF-UHFFFAOYSA-N,AOSUFTVXIKYDQL-UHFFFAOYSA-N,0.68
BXJKIXKCEJENTF-UHFFFAOYSA-N,APSMEWJRATXUIE-UHFFFAOYSA-N,0.68
BXJKIXKCEJENTF-UHFFFAOYSA-N,BHZJFQNYKUBEDC-UHFFFAOYSA-N,0.67
BXJNUUXUWSKOHW-MRXNPFEDSA-N,AASDOETWBYSNMM-OAHLLOKOSA-N,0.59
BXJNUUXUWSKOHW-MRXNPFEDSA-N,ALDGZQPIINGCCY-CQSZACIVSA-N,0.56
BXJUPAXCTNMRIF-UHFFFAOYSA-N,AMFQREJTNUBNEH-UHFFFAOYSA-N,0.59
BXKICCICVDQHRH-UHFFFAOYSA-N,ABDIJUBDZNYCOU-UHFFFAOYSA-N,0.51
BXKICCICVDQHRH-UHFFFAOYSA-N,BFOVVXJCRXPHLJ-UHFFFAOYSA-N,0.5
BXKJAXOAPLWXGB-UHFFFAOYSA-N,AYAWZIKJMLSOJF-UHFFFAOYSA-N,0.75
BXKJAXOAPLWXGB-UHFFFAOYSA-N,AZJCZEZHRKVWAX-UHFFFAOYSA-N,0.54
BXKJXBVYRJWKOJ-XDSVWOTKSA-N,ACTVHPZIQJJNFW-ALOJTJLXSA-N,0.62
BXKJXBVYRJWKOJ-XDSVWOTKSA-N,AMIBKXTXGGNEFX-DDBJRRRUSA-N,0.58
BXKJXBVYRJWKOJ-XDSVWOTKSA-N,APCDHORXRPILDB-NWLSSWCYSA-N,0.61
BXKJXBVYRJWKOJ-XDSVWOTKSA-N,BFBXRAKKVQFSOB-IXOSIACLSA-N,0.53
BXKJXBVYRJWKOJ-XDSVWOTKSA-N,BHDWIWHASKLYGV-AAWXZMRRSA-N,0.62
BXKJXBVYRJWKOJ-XDSVWOTKSA-N,BIMJRYUDZHNDRO-NWLSSWCYSA-N,0.61
BXKJXBVYRJWKOJ-XDSVWOTKSA-N,BIPJMTJKFWKTPB-BLORVFSFSA-N,0.5
BXKJXBVYRJWKOJ-XDSVWOTKSA-N,BIPJMTJKFWKTPB-JNUOBGGJSA-N,0.5
BXKJXBVYRJWKOJ-XDSVWOTKSA-N,BQGPQWKNFRIWCM-OFOKSQAISA-N,0.62
BXKJXBVYRJWKOJ-XDSVWOTKSA-N,BRSVGVIWEHXIAL-HLBWOJLBSA-N,0.68
BXKJXBVYRJWKOJ-XDSVWOTKSA-N,BVECYDMQNJEAAT-XXODKWSMSA-N,0.53
BXKLQYGWQGOBDG-GXDHUFHOSA-N,AECCUSOSVDWESX-UHFFFAOYSA-N,0.57
BXKLQYGWQGOBDG-GXDHUFHOSA-N,BIMVSKOKCKSLBJ-UHFFFAOYSA-N,0.58
BXKPADFLSVTXRU-UHFFFAOYSA-N,AGYPLIJCKLFTSK-UHFFFAOYSA-N,0.52
BXKRONFNAOPLMU-UHFFFAOYSA-N,AFSNHUCXKASIMR-UHFFFAOYSA-N,0.61
BXKRONFNAOPLMU-UHFFFAOYSA-N,AJJJMOCUIZAGGG-UHFFFAOYSA-N,0.56
BXKRONFNAOPLMU-UHFFFAOYSA-N,AOPPYLPJMVDJIR-UHFFFAOYSA-N,0.6
BXKRONFNAOPLMU-UHFFFAOYSA-N,AQNRHHRYYOZUOC-UHFFFAOYSA-N,0.7
BXKRONFNAOPLMU-UHFFFAOYSA-N,BMHJQSIHJVFMKF-UHFFFAOYSA-N,0.57
BXKRONFNAOPLMU-UHFFFAOYSA-N,BOQFZXFCCBOISW-UHFFFAOYSA-N,0.72
BXKRONFNAOPLMU-UHFFFAOYSA-N,BVFLIOSLDNOXBH-UHFFFAOYSA-N,0.59
BXLCXSJDFZQCTQ-UHFFFAOYSA-N,AAJMQTLFRTZCJK-UHFFFAOYSA-N,0.75
BXLCXSJDFZQCTQ-UHFFFAOYSA-N,AGRIEKMAWYPDPT-UHFFFAOYSA-N,0.53
BXLCXSJDFZQCTQ-UHFFFAOYSA-N,BFHZANLWUWANDR-UHFFFAOYSA-N,0.58
BXLCXSJDFZQCTQ-UHFFFAOYSA-N,BNCCUVVPJCRAQX-UHFFFAOYSA-N,0.56
BXLDLKVUVUTHPO-WRHNGFHOSA-N,AZAANWYREOQRFB-SETSBSEESA-N,0.55
BXLGWHJTULIGEH-UHFFFAOYSA-N,BVWDWGIOTQCKMK-UHFFFAOYSA-N,0.56
BXLKOHFLYXBQHE-UHFFFAOYSA-N,ACUVOYJESJNPMD-UHFFFAOYSA-N,0.58
BXLKOHFLYXBQHE-UHFFFAOYSA-N,AEOVORPOZVUOMW-UHFFFAOYSA-N,0.53
BXLKOHFLYXBQHE-UHFFFAOYSA-N,AGJFTBWWWCKLQH-UHFFFAOYSA-N,0.7
BXLKOHFLYXBQHE-UHFFFAOYSA-N,AYNVIPPTDMPZRW-UHFFFAOYSA-N,0.53
BXLKOHFLYXBQHE-UHFFFAOYSA-N,BTFPRWCRPNKPFB-UHFFFAOYSA-N,0.68
BXLMONUQKMHQEF-UHFFFAOYSA-N,BEYBHILIDYTJTL-UHFFFAOYSA-N,0.54
BXLMONUQKMHQEF-UHFFFAOYSA-N,BIGPNLBOTAHTOI-UHFFFAOYSA-N,0.64
BXLMSRCAQQNRNB-UHFFFAOYSA-N,BIXWNJAOOLPDOM-UHFFFAOYSA-N,0.68
BXLPQFBBUFOISP-UHFFFAOYSA-N,BFGMQGPZOKNHIO-UHFFFAOYSA-N,0.58
BXLSARMEZYQRDW-UHFFFAOYSA-N,AEZTZVXEQNZMAV-UHFFFAOYSA-N,0.52
BXLSARMEZYQRDW-UHFFFAOYSA-N,BAUJGAAVCKPEHQ-UHFFFAOYSA-N,0.53
BXMFBVSLAAZQII-UHFFFAOYSA-N,AZQHKULVKXKJLP-UHFFFAOYSA-N,0.5
BXMHTFQRTLBDOP-AGIUHOORSA-N,BIJYWYKVNVASSF-AXFHLTTASA-N,0.5
BXMHTFQRTLBDOP-AGIUHOORSA-N,BIJYWYKVNVASSF-MXWKQRLJSA-N,0.5
BXMJPRZGUPZWSJ-GUTACTQSSA-N,AYKSOEXCVFOICI-KBPBESRZSA-N,0.58
BXMJPRZGUPZWSJ-GUTACTQSSA-N,BATJFTXGUXZDCD-STQMWFEESA-N,0.58
BXMJPRZGUPZWSJ-GUTACTQSSA-N,BLOJWFKXBSHCMS-ZXRBMNSTSA-N,0.84
NWZNQDANKXXDFA-UHFFFAOYSA-N,ABGQICRXAWVMLP-UHFFFAOYSA-N,0.85
NWZNQDANKXXDFA-UHFFFAOYSA-N,ABVLEDJVQBYJHS-UHFFFAOYSA-N,0.5
NWZNQDANKXXDFA-UHFFFAOYSA-N,ACAVXDBUABGPBE-UHFFFAOYSA-N,0.5
NWZNQDANKXXDFA-UHFFFAOYSA-N,AKJYYOUOAYLCPE-UHFFFAOYSA-N,0.76
NWZNQDANKXXDFA-UHFFFAOYSA-N,BSTJKGVHQLTINE-UHFFFAOYSA-N,0.55
NWZNQDANKXXDFA-UHFFFAOYSA-N,COHFWNOGWCXWPZ-UHFFFAOYSA-N,0.55
NWZNQDANKXXDFA-UHFFFAOYSA-N,CQPMTRYDCYKMHV-UHFFFAOYSA-N,0.76
NWZNQDANKXXDFA-UHFFFAOYSA-N,DKJCFKYXIFNEOB-UHFFFAOYSA-N,0.71
NWZNQDANKXXDFA-UHFFFAOYSA-N,DLCKIBKKDKUAQM-UHFFFAOYSA-N,0.67
NWZNQDANKXXDFA-UHFFFAOYSA-N,DQHFFFCZUKEEDS-UHFFFAOYSA-N,0.5
NWZNQDANKXXDFA-UHFFFAOYSA-N,DQQYGMAXFRKJKB-UHFFFAOYSA-N,0.84
NWZNQDANKXXDFA-UHFFFAOYSA-N,DRIJYOJIDRJOIY-UHFFFAOYSA-N,0.56
NWZNQDANKXXDFA-UHFFFAOYSA-N,FCMQVVJFUPUMDJ-UHFFFAOYSA-N,0.53
NWZNQDANKXXDFA-UHFFFAOYSA-N,FHFCUNBRCLXXNQ-UHFFFAOYSA-N,0.55
NWZNQDANKXXDFA-UHFFFAOYSA-N,FOIXJKJVLPARQZ-UHFFFAOYSA-N,0.54
NWZNQDANKXXDFA-UHFFFAOYSA-N,GLWDFHHMQGYEHL-UHFFFAOYSA-N,0.52
NWZNQDANKXXDFA-UHFFFAOYSA-N,IBZYFHWJPZXRNF-UHFFFAOYSA-N,0.55
NWZNQDANKXXDFA-UHFFFAOYSA-N,INVNRAVTMAIQQG-UHFFFAOYSA-N,0.82
NWZNQDANKXXDFA-UHFFFAOYSA-N,IRNSDCUGDAVGDQ-UHFFFAOYSA-N,0.65
NWZNQDANKXXDFA-UHFFFAOYSA-N,JGXMPABBJPIUPP-UHFFFAOYSA-N,0.68
NWZNQDANKXXDFA-UHFFFAOYSA-N,JJYNQBZWIROMLA-UHFFFAOYSA-N,0.52
NWZNQDANKXXDFA-UHFFFAOYSA-N,KFGIPVXQPLKUSS-UHFFFAOYSA-N,0.69
NWZNQDANKXXDFA-UHFFFAOYSA-N,LBHCBNVUCHSTNV-UHFFFAOYSA-N,0.51
NWZNQDANKXXDFA-UHFFFAOYSA-N,LEBPVFRPBIXIIL-UHFFFAOYSA-N,0.67
NWZNQDANKXXDFA-UHFFFAOYSA-N,LEPVPLHDJMIMGR-UHFFFAOYSA-N,0.54
NWZNQDANKXXDFA-UHFFFAOYSA-N,LNQLPJTUONOFGP-UHFFFAOYSA-N,0.51
NWZNQDANKXXDFA-UHFFFAOYSA-N,LRLOJPFTHBSIPG-UHFFFAOYSA-N,0.5
NWZNQDANKXXDFA-UHFFFAOYSA-N,LVQWMXINLBWGOR-UHFFFAOYSA-N,0.73
NWZNQDANKXXDFA-UHFFFAOYSA-N,MKPKWKJVSARVQR-UHFFFAOYSA-N,0.52
NWZNQDANKXXDFA-UHFFFAOYSA-N,MVYIJGFELZBKGF-UHFFFAOYSA-N,0.8
NWZNQDANKXXDFA-UHFFFAOYSA-N,NBLGDQOVNUSYKN-UHFFFAOYSA-N,0.5
NWZNQDANKXXDFA-UHFFFAOYSA-N,NCISHZUBYKBAOU-UHFFFAOYSA-N,0.55
NWZNQDANKXXDFA-UHFFFAOYSA-N,NDDVKHTZDIXGBF-UHFFFAOYSA-N,0.5
NWZNQDANKXXDFA-UHFFFAOYSA-N,NVDCBEGCEURYOV-UHFFFAOYSA-N,0.71
VADSKVJBLXFZOO-UHFFFAOYSA-N,BPOJTSJPTIZJSW-UHFFFAOYSA-N,0.77
VADSKVJBLXFZOO-UHFFFAOYSA-N,HZDGZAXBWMQSSX-UHFFFAOYSA-N,0.53
VADSKVJBLXFZOO-UHFFFAOYSA-N,IDXNXDWQRWNZQX-UHFFFAOYSA-N,0.75
VADSKVJBLXFZOO-UHFFFAOYSA-N,LFEASAQKZPZJMF-UHFFFAOYSA-N,0.75
VADSKVJBLXFZOO-UHFFFAOYSA-N,RQDFXWBBMXVGHA-UHFFFAOYSA-N,0.56
VADSVXSGIFBZLI-IBEHDNSVSA-N,HFLCZNNDZKKXCS-OUUBHVDSSA-N,0.53
VADSVXSGIFBZLI-IBEHDNSVSA-N,QJVXKWHHAMZTBY-GCPOEHJPSA-N,0.51
VADSVXSGIFBZLI-IBEHDNSVSA-N,QLJNETOQFQXTLI-UHFFFAOYSA-N,0.53
VADSVXSGIFBZLI-IBEHDNSVSA-N,RYWCQJDEHXJHRI-XJMXIVSISA-N,0.5
VADYZANXBBBACD-UHFFFAOYSA-N,BQXZKLVLIANTAV-UHFFFAOYSA-N,0.68
VADYZANXBBBACD-UHFFFAOYSA-N,FMHZOTDAMDXGJS-UHFFFAOYSA-N,0.57
VADYZANXBBBACD-UHFFFAOYSA-N,HCEBMPIOXCOVPW-UHFFFAOYSA-N,0.51
VADYZANXBBBACD-UHFFFAOYSA-N,PQWGELSPIPTFHQ-UHFFFAOYSA-N,0.68
VADYZANXBBBACD-UHFFFAOYSA-N,PXZBWWWYRCVNLS-UHFFFAOYSA-N,0.69
VADYZANXBBBACD-UHFFFAOYSA-N,RZIZMEJHBBGAOY-UHFFFAOYSA-N,0.57
VADZBCZCWNOLNI-VEIFNGETSA-N,BBFPYPKCFNUHMC-HZPIKELBSA-N,0.53
VADZBCZCWNOLNI-VEIFNGETSA-N,BHTPYTXOXHZOFO-GNAFDRTKSA-N,0.58
VADZBCZCWNOLNI-VEIFNGETSA-N,CQOJZJMHFIYOKH-GNAFDRTKSA-N,0.58
VADZBCZCWNOLNI-VEIFNGETSA-N,FFZCFFVAAPCHEU-BOXHHOBZSA-N,0.68
VADZBCZCWNOLNI-VEIFNGETSA-N,FKGDBTMNKZJMIZ-FTBISJDPSA-N,0.61
VADZBCZCWNOLNI-VEIFNGETSA-N,FKGDBTMNKZJMIZ-VZYDHVRKSA-N,0.61
VADZBCZCWNOLNI-VEIFNGETSA-N,GKVRFPIMLJRSQS-XFULWGLBSA-N,0.52
VADZBCZCWNOLNI-VEIFNGETSA-N,GRQGKGULODRPQU-HZPIKELBSA-N,0.59
VADZBCZCWNOLNI-VEIFNGETSA-N,HIEIHBZXVDIKKC-VZYDHVRKSA-N,0.58
VADZBCZCWNOLNI-VEIFNGETSA-N,HLUHXCZKDUTMMH-PFEQFJNWSA-N,0.77
VADZBCZCWNOLNI-VEIFNGETSA-N,KEXYRVDTHREUPE-XFULWGLBSA-N,0.69
VADZBCZCWNOLNI-VEIFNGETSA-N,LJBFHNYCONZNGW-ZMBIFBSDSA-N,0.6
VADZBCZCWNOLNI-VEIFNGETSA-N,MMPZEVQJEGAHIU-GNAFDRTKSA-N,0.59
VADZBCZCWNOLNI-VEIFNGETSA-N,OPNCNBHSHDQINM-VZYDHVRKSA-N,0.59
VADZBCZCWNOLNI-VEIFNGETSA-N,OQTGEZALQHRODC-ZMBIFBSDSA-N,0.61
VADZBCZCWNOLNI-VEIFNGETSA-N,OTZAVTUNTVGHRT-VZYDHVRKSA-N,0.61
VADZBCZCWNOLNI-VEIFNGETSA-N,PGTRJWCQWAGXPQ-DBCZNGTMSA-N,0.56
VADZBCZCWNOLNI-VEIFNGETSA-N,PKBQVEXWPHFKQK-NTISSMGPSA-N,0.53
VADZBCZCWNOLNI-VEIFNGETSA-N,PKBQVEXWPHFKQK-PKLMIRHRSA-N,0.53
VADZBCZCWNOLNI-VEIFNGETSA-N,PVRACKIYDISICZ-ZMBIFBSDSA-N,0.61
VADZBCZCWNOLNI-VEIFNGETSA-N,PWIGDOOGMSIMEI-VZYDHVRKSA-N,0.6
VADZBCZCWNOLNI-VEIFNGETSA-N,QAZVLWSSJSTKFI-HZPIKELBSA-N,0.57
VADZBCZCWNOLNI-VEIFNGETSA-N,SBVQZCSYSAWFCG-ZMBIFBSDSA-N,0.89
VADZOZAUGGYKFE-UHFFFAOYSA-N,FCKKUEPMSPRIAO-UHFFFAOYSA-N,0.65
VADZOZAUGGYKFE-UHFFFAOYSA-N,HNOKHIURIJOQKM-UHFFFAOYSA-N,0.62
VADZOZAUGGYKFE-UHFFFAOYSA-N,KGYMINZNPVBXCA-UHFFFAOYSA-N,0.58
VADZOZAUGGYKFE-UHFFFAOYSA-N,KRVMLPUDAOWOGN-UHFFFAOYSA-N,0.61
VADZOZAUGGYKFE-UHFFFAOYSA-N,NOBJPJHWOFGLFA-UHFFFAOYSA-N,0.65
VADZOZAUGGYKFE-UHFFFAOYSA-N,RANMHKQOJANPJJ-UHFFFAOYSA-N,0.65
VADZOZAUGGYKFE-UHFFFAOYSA-N,RSNYUBDIPFPZKJ-AWEZNQCLSA-N,0.57
VADZOZAUGGYKFE-UHFFFAOYSA-N,RSNYUBDIPFPZKJ-CQSZACIVSA-N,0.57
VADZOZAUGGYKFE-UHFFFAOYSA-N,RSNYUBDIPFPZKJ-UHFFFAOYSA-N,0.57
VADZRTWWHOJBDI-XSAAWUBDSA-N,ABKPBUQLVHJUBF-OQICONIUSA-N,0.55
VADZRTWWHOJBDI-XSAAWUBDSA-N,AKUZHFVMXLJONR-PTTASYIOSA-N,0.65
VADZRTWWHOJBDI-XSAAWUBDSA-N,AZVFYZWJRYBEMS-NRQRHMLOSA-N,0.57
VADZRTWWHOJBDI-XSAAWUBDSA-N,BMWADFFCBMWUAQ-XSAAWUBDSA-N,0.59
VADZRTWWHOJBDI-XSAAWUBDSA-N,BQYCJNMKKVEGDW-URQLUMDHSA-N,0.56
VADZRTWWHOJBDI-XSAAWUBDSA-N,CAADORAOGIDGDO-ATZNIPBWSA-N,0.61
VADZRTWWHOJBDI-XSAAWUBDSA-N,CQVZTBZUFKKUCO-LCOAMIHASA-N,0.61
VADZRTWWHOJBDI-XSAAWUBDSA-N,FEFCYNYYEURJOF-YANBTOMASA-N,0.53
VADZRTWWHOJBDI-XSAAWUBDSA-N,FNOOAGOCNMEBGK-OQICONIUSA-N,0.7
VADZRTWWHOJBDI-XSAAWUBDSA-N,FZCPGWIPQLHOPN-OOAIBONUSA-N,0.5
VADZRTWWHOJBDI-XSAAWUBDSA-N,GSVPLSGHPMZIOW-FWCANSBWSA-N,0.72
VADZRTWWHOJBDI-XSAAWUBDSA-N,HJKNNRQRFWZXQU-GUAVJEOBSA-N,0.54
VADZRTWWHOJBDI-XSAAWUBDSA-N,ICZQIWTUQOVZSS-DPOSHTRYSA-N,0.53
VADZRTWWHOJBDI-XSAAWUBDSA-N,IKBFYQWMHQLHFD-CVAVOEAXSA-N,0.6
VADZRTWWHOJBDI-XSAAWUBDSA-N,IKBFYQWMHQLHFD-KPFSJLIISA-N,0.6
VADZRTWWHOJBDI-XSAAWUBDSA-N,IKBFYQWMHQLHFD-SJEKJLNMSA-N,0.6
VADZRTWWHOJBDI-XSAAWUBDSA-N,JCHGICHVSIWMJQ-JUMVGSICSA-N,0.54
VADZRTWWHOJBDI-XSAAWUBDSA-N,KUUSHVZOFLAEFG-HEWCZZINSA-N,0.55
VADZRTWWHOJBDI-XSAAWUBDSA-N,LOKNRYWENPXQCX-GUAVJEOBSA-N,0.55
VADZRTWWHOJBDI-XSAAWUBDSA-N,NUGRHFYYTLUJEA-FWCANSBWSA-N,0.52
VADZRTWWHOJBDI-XSAAWUBDSA-N,OQJWBSIHMNUSGU-RAOUYDSVSA-N,0.52
VADZRTWWHOJBDI-XSAAWUBDSA-N,QJPURTKLENWAOS-GUAVJEOBSA-N,0.54
VADZRTWWHOJBDI-XSAAWUBDSA-N,QOSKKFYKYCGCSX-QZYAWNFYSA-N,0.56
VADZRTWWHOJBDI-XSAAWUBDSA-N,RNLZYRNCWFRBDG-GIGLKAPBSA-N,0.58
VADZRTWWHOJBDI-XSAAWUBDSA-N,RNLZYRNCWFRBDG-GUAVJEOBSA-N,0.58
VADZRTWWHOJBDI-XSAAWUBDSA-N,RNLZYRNCWFRBDG-HEJWYLFLSA-N,0.58
VADZRTWWHOJBDI-XSAAWUBDSA-N,SPDZRLLKPCWWJP-GUAVJEOBSA-N,0.54
VADZRTWWHOJBDI-XSAAWUBDSA-N,UGCVWPMPEPPCNW-PTTASYIOSA-N,0.75
VADZRTWWHOJBDI-XSAAWUBDSA-N,UVBMYUVYOQGJAF-PTTASYIOSA-N,0.51
VAEAJASZPMUNSN-YOEHRIQHSA-N,AMILULTTYUWGOV-OALUTQOASA-N,0.55
VAEAJASZPMUNSN-YOEHRIQHSA-N,APAWGWWWJOBFNB-PXNSSMCTSA-N,0.56
VAEAJASZPMUNSN-YOEHRIQHSA-N,ARWOQKSGCIDNNZ-RDJZCZTQSA-N,0.53
VAEAJASZPMUNSN-YOEHRIQHSA-N,AVIMZQODWSMXOY-SFTDATJTSA-N,0.5
VAEAJASZPMUNSN-YOEHRIQHSA-N,BDHDPZBZVBHTFL-IRXDYDNUSA-N,0.51
VAEAJASZPMUNSN-YOEHRIQHSA-N,BMXBRFOOCBUQMA-LPHOPBHVSA-N,0.54
VAEAJASZPMUNSN-YOEHRIQHSA-N,BNLCXVRYPIGTBM-HKUYNNGSSA-N,0.51
VAEAJASZPMUNSN-YOEHRIQHSA-N,CAYUQTVFTPSSLB-QWRGUYRKSA-N,0.54
VAEAJASZPMUNSN-YOEHRIQHSA-N,DAXKCCJCLPRCJB-KBPBESRZSA-N,0.53
VAEAJASZPMUNSN-YOEHRIQHSA-N,DIBNEHHXZULNFK-IRXDYDNUSA-N,0.58
VAEAJASZPMUNSN-YOEHRIQHSA-N,DTWVIYMNDZJDQW-YJBOKZPZSA-N,0.77
VAEAJASZPMUNSN-YOEHRIQHSA-N,FAIKSRBKORCALU-HOCLYGCPSA-N,0.6
